Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
0,0,0-0,f5,0.480000019,0-1,0-2,0-2,45.8435173,2874.21899,
0,1,0-1,f5,0.460000008,0-3,0-4,0-4,147.907867,2719.4707,
0,2,0-2,f5,0.49000001,0-5,0-6,0-6,97.4242859,154.748337,
0,3,0-3,f5,0.459999979,0-7,0-8,0-8,113.898048,2596.47192,
0,4,0-4,f5,0.470000029,0-9,0-10,0-10,75.6967621,122.998672,
0,5,0-5,Leaf,,,,,0.0560818985,39.2495766,
0,6,0-6,f2,0.00999999978,0-11,0-12,0-12,34.5160751,115.498756,
0,7,0-7,f5,0.400000006,0-13,0-14,0-14,11.1649599,2562.72241,
0,8,0-8,Leaf,,,,,0.0546295047,33.7496376,
0,9,0-9,Leaf,,,,,-0.057181634,58.7493668,
0,10,0-10,f5,0.479999989,0-15,0-16,0-16,230.728271,64.2493057,
0,11,0-11,f2,0.0,0-17,0-18,0-18,18.907156,105.248863,
0,12,0-12,Leaf,,,,,0.051821135,10.2498894,
0,13,0-13,Leaf,,,,,0.000662061386,2269.47559,
0,14,0-14,Leaf,,,,,-0.00554885576,293.246826,
0,15,0-15,Leaf,,,,,0.0555250198,26.9997082,
0,16,0-16,Leaf,,,,,-0.0578393936,37.2495995,
0,17,0-17,Leaf,,,,,-0.0485590212,6.74992704,
0,18,0-18,Leaf,,,,,0.000106613166,98.4989395,
1,0,1-0,f0,0.0,1-1,1-2,1-2,2635.70996,2886.29883,
1,1,1-1,f0,-0.738846838,1-3,1-4,1-4,486.660156,1411.92041,
1,2,1-2,f0,0.84162128,1-5,1-6,1-6,437.348145,1474.37842,
1,3,1-3,f0,-1.03643334,1-7,1-8,1-8,30.4874268,598.68103,
1,4,1-4,f0,-0.358458757,1-9,1-10,1-10,42.2285156,813.23938,
1,5,1-5,f0,0.358458757,1-11,1-12,1-12,76.7020874,906.988159,
1,6,1-6,f0,1.4757911,1-13,1-14,1-14,15.7178955,567.39032,
1,7,1-7,f3,0.0700000003,1-15,1-16,1-16,4.39868164,401.433624,
1,8,1-8,f0,-0.84162122,1-17,1-18,1-18,0.24319458,197.247421,
1,9,1-9,f1,4.13333321,1-19,1-20,1-20,9.63395691,329.745697,
1,10,1-10,f0,-0.176374152,1-21,1-22,1-22,5.67471313,483.493683,
1,11,1-11,f0,0.125661373,1-23,1-24,1-24,10.4846325,501.493439,
1,12,1-12,f1,14.3166666,1-25,1-26,1-26,4.44378662,405.49472,
1,13,1-13,f0,0.91536504,1-27,1-28,1-28,1.71105957,315.746552,
1,14,1-14,Leaf,,,,,0.0546481721,251.643768,
1,15,1-15,Leaf,,,,,-0.0550278127,396.184265,
1,16,1-16,Leaf,,,,,-0.0214490667,5.24937868,
1,17,1-17,Leaf,,,,,-0.0418105945,121.248421,
1,18,1-18,Leaf,,,,,-0.0356689282,75.9990082,
1,19,1-19,Leaf,,,,,-0.0354298651,44.9994125,
1,20,1-20,Leaf,,,,,-0.0202162415,284.746277,
1,21,1-21,Leaf,,,,,-0.0119740395,222.247101,
1,22,1-22,Leaf,,,,,-0.00542093767,261.246582,
1,23,1-23,Leaf,,,,,0.00188437139,198.997406,
1,24,1-24,Leaf,,,,,0.0107561108,302.496063,
1,25,1-25,Leaf,,,,,0.0252615232,396.994812,
1,26,1-26,Leaf,,,,,0.00296400697,8.49988937,
1,27,1-27,Leaf,,,,,0.0356579944,44.9994125,
1,28,1-28,Leaf,,,,,0.0450268388,270.747131,
2,0,2-0,f0,0.0,2-1,2-2,2-2,2530.80444,2876.63306,
2,1,2-1,f0,-0.738846838,2-3,2-4,2-4,467.528809,1414.45203,
2,2,2-2,f0,0.706302524,2-5,2-6,2-6,404.76709,1462.18115,
2,3,2-3,f0,-1.08031929,2-7,2-8,2-8,28.5721436,600.974609,
2,4,2-4,f0,-0.279319078,2-9,2-10,2-10,39.9112091,813.477356,
2,5,2-5,f0,0.279319078,2-11,2-12,2-12,66.1087952,831.386719,
2,6,2-6,f0,1.0803194,2-13,2-14,2-14,30.8238525,630.794495,
2,7,2-7,f3,0.0599999987,2-15,2-16,2-16,2.44592285,379.787872,
2,8,2-8,f0,-0.84162122,2-17,2-18,2-18,1.15490723,221.186768,
2,9,2-9,f1,4.01666689,2-19,2-20,2-20,11.2355042,422.978302,
2,10,2-10,f3,0.0199999996,2-21,2-22,2-22,4.94481277,390.499023,
2,11,2-11,f0,0.125661373,2-23,2-24,2-24,5.40546036,408.728668,
2,12,2-12,f0,0.358458757,2-25,2-26,2-26,3.80433655,422.65802,
2,13,2-13,f0,0.91536504,2-27,2-28,2-28,3.19152832,212.895813,
2,14,2-14,f0,1.55477357,2-29,2-30,2-30,4.78771973,417.898682,
2,15,2-15,Leaf,,,,,-0.0541889034,374.540802,
2,16,2-16,Leaf,,,,,-0.025395425,5.24706364,
2,17,2-17,Leaf,,,,,-0.0420327447,144.452286,
2,18,2-18,Leaf,,,,,-0.0348559693,76.7344818,
2,19,2-19,Leaf,,,,,-0.0334460326,51.2413559,
2,20,2-20,Leaf,,,,,-0.018294163,371.736938,
2,21,2-21,Leaf,,,,,-0.00871363655,301.499237,
2,22,2-22,Leaf,,,,,-0.000661199039,88.999794,
2,23,2-23,Leaf,,,,,0.00156489771,194.995956,
2,24,2-24,Leaf,,,,,0.00847426709,213.732727,
2,25,2-25,Leaf,,,,,0.0164309107,94.492363,
2,26,2-26,Leaf,,,,,0.0237007607,328.165649,
2,27,2-27,Leaf,,,,,0.0319293104,118.959946,
2,28,2-28,Leaf,,,,,0.0407926403,93.9358673,
2,29,2-29,Leaf,,,,,0.0460739806,194.37233,
2,30,2-30,Leaf,,,,,0.0541749001,223.526337,
3,0,3-0,f0,0.125661373,3-1,3-2,3-2,2366.05005,2869.1311,
3,1,3-1,f0,-0.738846838,3-3,3-4,3-4,573.323242,1602.15027,
3,2,3-2,f0,0.91536504,3-5,3-6,3-6,262.592407,1266.98083,
3,3,3-3,f0,-1.03643334,3-7,3-8,3-8,22.8182373,599.03717,
3,4,3-4,f0,-0.279319078,3-9,3-10,3-10,66.0688934,1003.11304,
3,5,3-5,f0,0.358458757,3-11,3-12,3-12,44.5038757,755.78479,
3,6,3-6,f0,1.4757911,3-13,3-14,3-14,10.8325195,511.196075,
3,7,3-7,f3,0.0700000003,3-15,3-16,3-16,4.00732422,402.291473,
3,8,3-8,Leaf,,,,,-0.0386710539,196.745697,
3,9,3-9,f1,3.45000005,3-17,3-18,3-18,7.76696777,417.125854,
3,10,3-10,f0,0.0,3-19,3-20,3-20,7.51232815,585.987183,
3,11,3-11,f0,0.279319078,3-21,3-22,3-22,3.23740768,299.936035,
3,12,3-12,f0,0.674489737,3-23,3-24,3-24,6.54629517,455.848724,
3,13,3-13,f2,0.0199999996,3-25,3-26,3-26,0.510314941,263.651581,
3,14,3-14,Leaf,,,,,0.0519837998,247.544495,
3,15,3-15,Leaf,,,,,-0.0521432944,397.046234,
3,16,3-16,Leaf,,,,,-0.0201824401,5.24525738,
3,17,3-17,Leaf,,,,,-0.0325307623,38.4676781,
3,18,3-18,Leaf,,,,,-0.0181706697,378.658203,
3,19,3-19,Leaf,,,,,-0.00636493834,388.742798,
3,20,3-20,Leaf,,,,,0.0008163561,197.244385,
3,21,3-21,Leaf,,,,,0.00801164471,205.214096,
3,22,3-22,Leaf,,,,,0.0148053281,94.7219543,
3,23,3-23,Leaf,,,,,0.0224255603,306.012939,
3,24,3-24,Leaf,,,,,0.0304553881,149.835785,
3,25,3-25,Leaf,,,,,0.0430939607,239.955551,
3,26,3-26,Leaf,,,,,0.0330856964,23.6960087,
4,0,4-0,f0,0.0,4-1,4-2,4-2,2230.57739,2857.69531,
4,1,4-1,f0,-0.738846838,4-3,4-4,4-4,422.19873,1409.86426,
4,2,4-2,f0,0.706302524,4-5,4-6,4-6,359.549927,1447.83118,
4,3,4-3,f0,-1.03643334,4-7,4-8,4-8,21.8104248,599.689636,
4,4,4-4,f0,-0.279319078,4-9,4-10,4-10,25.3993835,810.174561,
4,5,4-5,f0,0.358458757,4-11,4-12,4-12,50.2344513,819.867249,
4,6,4-6,f0,1.0803194,4-13,4-14,4-14,24.8740234,627.963928,
4,7,4-7,f3,0.0700000003,4-15,4-16,4-16,3.7355957,401.044952,
4,8,4-8,Leaf,,,,,-0.0375025906,198.644684,
4,9,4-9,f1,4.13333321,4-17,4-18,4-18,5.93989563,419.444794,
4,10,4-10,f2,0.0500000007,4-19,4-20,4-20,4.47140121,390.729797,
4,11,4-11,f0,0.125661373,4-21,4-22,4-22,9.63871956,493.125122,
4,12,4-12,f1,14.4333334,4-23,4-24,4-24,4.4588623,326.742096,
4,13,4-13,f0,0.91536504,4-25,4-26,4-26,2.15975952,216.268311,
4,14,4-14,f0,1.55477357,4-27,4-28,4-28,3.56994629,411.695618,
4,15,4-15,Leaf,,,,,-0.0506264269,395.803253,
4,16,4-16,Leaf,,,,,-0.0196852423,5.24171591,
4,17,4-17,Leaf,,,,,-0.0278202128,50.4054413,
4,18,4-18,Leaf,,,,,-0.0166121554,369.039337,
4,19,4-19,Leaf,,,,,-0.00690560509,384.479889,
4,20,4-20,Leaf,,,,,-0.0308456067,6.24990177,
4,21,4-21,Leaf,,,,,0.00151759316,192.493637,
4,22,4-22,Leaf,,,,,0.0101187946,300.63147,
4,23,4-23,Leaf,,,,,0.022414431,320.996674,
4,24,4-24,Leaf,,,,,-0.00366347097,5.74544334,
4,25,4-25,Leaf,,,,,0.0308793746,120.953735,
4,26,4-26,Leaf,,,,,0.0384955816,95.3145676,
4,27,4-27,Leaf,,,,,0.0434291549,191.050385,
4,28,4-28,Leaf,,,,,0.0507127009,220.645218,
5,0,5-0,f0,0.0,5-1,5-2,5-2,2072.46216,2870.69287,
5,1,5-1,f0,-0.738846838,5-3,5-4,5-4,422.770508,1412.93738,
5,2,5-2,f0,0.80642134,5-5,5-6,5-6,346.128296,1457.75537,
5,3,5-3,f0,-1.03643334,5-7,5-8,5-8,24.9239502,593.043945,
5,4,5-4,f0,-0.358458757,5-9,5-10,5-10,34.6090546,819.893433,
5,5,5-5,f0,0.358458757,5-11,5-12,5-12,62.7473907,889.481567,
5,6,5-6,f0,1.4757911,5-13,5-14,5-14,15.1397705,568.273804,
5,7,5-7,f0,-1.2815516,5-15,5-16,5-16,1.74438477,393.884003,
5,8,5-8,f0,-0.84162122,5-17,5-18,5-18,1.34603882,199.159958,
5,9,5-9,f0,-0.524400473,5-19,5-20,5-20,2.93234253,336.026367,
5,10,5-10,f3,0.0199999996,5-21,5-22,5-22,3.30353546,483.867096,
5,11,5-11,f0,0.125661373,5-23,5-24,5-24,8.11187553,501.053772,
5,12,5-12,f2,-0.0199999996,5-25,5-26,5-26,6.34732056,388.427826,
5,13,5-13,f0,0.91536504,5-27,5-28,5-28,4.83892822,320.394714,
5,14,5-14,Leaf,,,,,0.0493178554,247.879105,
5,15,5-15,Leaf,,,,,-0.0514578819,279.311066,
5,16,5-16,Leaf,,,,,-0.0444510579,114.572929,
5,17,5-17,Leaf,,,,,-0.0385759063,122.782005,
5,18,5-18,Leaf,,,,,-0.0313316695,76.3779526,
5,19,5-19,Leaf,,,,,-0.0222954657,157.519531,
5,20,5-20,Leaf,,,,,-0.0163199268,178.506836,
5,21,5-21,Leaf,,,,,-0.00800441485,370.39682,
5,22,5-22,Leaf,,,,,-0.00213237712,113.470261,
5,23,5-23,Leaf,,,,,0.00167027419,195.741714,
5,24,5-24,Leaf,,,,,0.00949898362,305.312042,
5,25,5-25,Leaf,,,,,0.00601111585,20.6935005,
5,26,5-26,Leaf,,,,,0.0234328937,367.734314,
5,27,5-27,Leaf,,,,,0.0300097596,61.7249146,
5,28,5-28,Leaf,,,,,0.0407758951,258.6698,
6,0,6-0,f0,0.125661373,6-1,6-2,6-2,1983.15735,2855.79224,
6,1,6-1,f0,-0.738846838,6-3,6-4,6-4,497.283813,1598.89099,
6,2,6-2,f0,0.84162128,6-5,6-6,6-6,225.338135,1256.90112,
6,3,6-3,f0,-1.03643334,6-7,6-8,6-8,22.9406738,592.059875,
6,4,6-4,f0,-0.279319078,6-9,6-10,6-10,54.1764603,1006.83118,
6,5,6-5,f0,0.279319078,6-11,6-12,6-12,35.3436737,706.55304,
6,6,6-6,f0,1.4757911,6-13,6-14,6-14,13.3071289,550.348145,
6,7,6-7,f3,0.0599999987,6-15,6-16,6-16,2.67089844,394.731262,
6,8,6-8,f1,10.4666662,6-17,6-18,6-18,1.5007019,197.328613,
6,9,6-9,f1,4.25,6-19,6-20,6-20,6.31570435,419.920227,
6,10,6-10,f1,6.11666679,6-21,6-22,6-22,7.67623091,586.91095,
6,11,6-11,f1,13.6166668,6-23,6-24,6-24,3.33477306,210.845779,
6,12,6-12,f0,0.643345416,6-25,6-26,6-26,5.84115601,495.707245,
6,13,6-13,f0,0.91536504,6-27,6-28,6-28,2.40835571,304.535278,
6,14,6-14,f1,9.41666698,6-29,6-30,6-30,0.140625,245.812851,
6,15,6-15,Leaf,,,,,-0.0486006886,388.526794,
6,16,6-16,Leaf,,,,,-0.0227521267,6.20446777,
6,17,6-17,Leaf,,,,,-0.0368681587,156.175873,
6,18,6-18,Leaf,,,,,-0.0280543137,41.1527405,
6,19,6-19,Leaf,,,,,-0.0270264372,56.0178604,
6,20,6-20,Leaf,,,,,-0.0160042625,363.902374,
6,21,6-21,Leaf,,,,,-0.0117512029,84.2370377,
6,22,6-22,Leaf,,,,,-0.00200806744,502.673889,
6,23,6-23,Leaf,,,,,0.0085587278,165.628845,
6,24,6-24,Leaf,,,,,-0.000614528952,45.2169266,
6,25,6-25,Leaf,,,,,0.0192541275,367.848114,
6,26,6-26,Leaf,,,,,0.0269865394,127.859131,
6,27,6-27,Leaf,,,,,0.0296207964,44.1942711,
6,28,6-28,Leaf,,,,,0.0392952487,260.341034,
6,29,6-29,Leaf,,,,,0.0484911129,236.738739,
6,30,6-30,Leaf,,,,,0.0326500423,9.07411766,
7,0,7-0,f0,0.0,7-1,7-2,7-2,1864.10632,2854.24292,
7,1,7-1,f0,-0.738846838,7-3,7-4,7-4,362.40509,1399.03625,
7,2,7-2,f0,0.706302524,7-5,7-6,7-6,305.471497,1455.20679,
7,3,7-3,f0,-1.03643334,7-7,7-8,7-8,21.7115479,588.840271,
7,4,7-4,f0,-0.358458757,7-9,7-10,7-10,29.1164093,810.195984,
7,5,7-5,f0,0.279319078,7-11,7-12,7-12,48.2957077,828.660034,
7,6,7-6,f0,1.4757911,7-13,7-14,7-14,24.7175293,626.546692,
7,7,7-7,f3,0.0599999987,7-15,7-16,7-16,0.754394531,392.207275,
7,8,7-8,f4,1.0,7-17,7-18,7-18,0.735473633,196.633026,
7,9,7-9,f1,4.25,7-19,7-20,7-20,8.91184998,331.460266,
7,10,7-10,f1,1.38333333,7-21,7-22,7-22,4.26450157,478.735687,
7,11,7-11,f1,10.0333338,7-23,7-24,7-24,4.11949158,406.298218,
7,12,7-12,f3,0.0299999993,7-25,7-26,7-26,3.25665283,422.361816,
7,13,7-13,f0,0.91536504,7-27,7-28,7-28,6.77841187,381.082428,
7,14,7-14,f0,1.75068581,7-29,7-30,7-30,0.0118408203,245.464279,
7,15,7-15,Leaf,,,,,-0.0470981225,385.769562,
7,16,7-16,Leaf,,,,,-0.0272748154,6.43770599,
7,17,7-17,Leaf,,,,,-0.0356352143,149.699585,
7,18,7-18,Leaf,,,,,-0.028563004,46.9334412,
7,19,7-19,Leaf,,,,,-0.0304246712,48.9331932,
7,20,7-20,Leaf,,,,,-0.0163892042,282.527069,
7,21,7-21,Leaf,,,,,-0.0299334135,6.24652624,
7,22,7-22,Leaf,,,,,-0.00659829192,472.489166,
7,23,7-23,Leaf,,,,,0.000353107578,148.167099,
7,24,7-24,Leaf,,,,,0.00662698504,258.131134,
7,25,7-25,Leaf,,,,,0.0197799131,376.045441,
7,26,7-26,Leaf,,,,,0.0109402295,46.3163757,
7,27,7-27,Leaf,,,,,0.0280553885,121.466515,
7,28,7-28,Leaf,,,,,0.0374083556,259.615906,
7,29,7-29,Leaf,,,,,0.0429994166,90.1448669,
7,30,7-30,Leaf,,,,,0.0492108576,155.319412,
8,0,8-0,f0,0.0,8-1,8-2,8-2,1775.50195,2859.17773,
8,1,8-1,f0,-0.738846838,8-3,8-4,8-4,340.353516,1401.97107,
8,2,8-2,f0,0.706302524,8-5,8-6,8-6,291.845032,1457.20679,
8,3,8-3,f0,-1.03643334,8-7,8-8,8-8,21.258667,585.483887,
8,4,8-4,f0,-0.358458757,8-9,8-10,8-10,23.3622742,816.487122,
8,5,8-5,f0,0.279319078,8-11,8-12,8-12,49.1628723,835.799988,
8,6,8-6,f0,1.0803194,8-13,8-14,8-14,27.8894043,621.406738,
8,7,8-7,f3,0.0700000003,8-15,8-16,8-16,3.51574707,387.661346,
8,8,8-8,f1,10.4666662,8-17,8-18,8-18,0.688339233,197.822556,
8,9,8-9,f1,3.9666667,8-19,8-20,8-20,5.70866394,331.078796,
8,10,8-10,f1,2.36666656,8-21,8-22,8-22,4.20516396,485.408356,
8,11,8-11,f0,0.125661373,8-23,8-24,8-24,3.35773373,411.51001,
8,12,8-12,f1,12.7333336,8-25,8-26,8-26,3.3535614,424.290009,
8,13,8-13,f0,0.91536504,8-27,8-28,8-28,2.10754395,216.34613,
8,14,8-14,f0,1.75068581,8-29,8-30,8-30,3.15875244,405.060638,
8,15,8-15,Leaf,,,,,-0.0462162904,382.461304,
8,16,8-16,Leaf,,,,,-0.0168475993,5.20005751,
8,17,8-17,Leaf,,,,,-0.0346274748,156.446503,
8,18,8-18,Leaf,,,,,-0.0274481904,41.3760605,
8,19,8-19,Leaf,,,,,-0.0284213442,41.1031265,
8,20,8-20,Leaf,,,,,-0.0162431281,289.975647,
8,21,8-21,Leaf,,,,,-0.0220221207,16.4740963,
8,22,8-22,Leaf,,,,,-0.00692396425,468.934265,
8,23,8-23,Leaf,,,,,0.00119743391,196.986191,
8,24,8-24,Leaf,,,,,0.00662351679,214.523819,
8,25,8-25,Leaf,,,,,0.0198848415,346.683441,
8,26,8-26,Leaf,,,,,0.0126421517,77.6065674,
8,27,8-27,Leaf,,,,,0.0263087079,121.128288,
8,28,8-28,Leaf,,,,,0.0334819667,95.2178421,
8,29,8-29,Leaf,,,,,0.0405592024,252.839569,
8,30,8-30,Leaf,,,,,0.047583241,152.221069,
9,0,9-0,f0,0.125661373,9-1,9-2,9-2,1635.50403,2825.88696,
9,1,9-1,f0,-0.738846838,9-3,9-4,9-4,428.951172,1586.73352,
9,2,9-2,f0,0.91536504,9-5,9-6,9-6,214.690613,1239.15356,
9,3,9-3,f0,-1.03643334,9-7,9-8,9-8,20.2716064,580.033752,
9,4,9-4,f0,-0.227544993,9-9,9-10,9-10,48.2106552,1006.69971,
9,5,9-5,f0,0.358458757,9-11,9-12,9-12,34.2586823,745.009705,
9,6,9-6,f0,1.4757911,9-13,9-14,9-14,6.6817627,494.143921,
9,7,9-7,f3,0.0599999987,9-15,9-16,9-16,1.87225342,382.834595,
9,8,9-8,Leaf,,,,,-0.0326109268,197.199158,
9,9,9-9,f0,-0.358458757,9-17,9-18,9-18,7.20266724,485.13205,
9,10,9-10,f2,-0.00999999978,9-19,9-20,9-20,3.19015884,521.567688,
9,11,9-11,f0,0.253347158,9-21,9-22,9-22,2.71081734,302.37381,
9,12,9-12,f0,0.706302524,9-23,9-24,9-24,2.72280884,442.635895,
9,13,9-13,f2,0.0199999996,9-25,9-26,9-26,0.490203857,255.525604,
9,14,9-14,Leaf,,,,,0.0449971482,238.618317,
9,15,9-15,Leaf,,,,,-0.0452770442,376.187531,
9,16,9-16,Leaf,,,,,-0.0230572242,6.64706612,
9,17,9-17,Leaf,,,,,-0.0177388228,331.14798,
9,18,9-18,Leaf,,,,,-0.00976796728,153.98407,
9,19,9-19,Leaf,,,,,0.0040511894,65.4858704,
9,20,9-20,Leaf,,,,,-0.00298737362,456.081787,
9,21,9-21,Leaf,,,,,0.00521544274,176.523468,
9,22,9-22,Leaf,,,,,0.0110264057,125.850342,
9,23,9-23,Leaf,,,,,0.0192172136,325.559662,
9,24,9-24,Leaf,,,,,0.0249820109,117.07621,
9,25,9-25,Leaf,,,,,0.0378030799,233.608704,
9,26,9-26,Leaf,,,,,0.028482886,21.9169006,
10,0,10-0,f0,0.125661373,10-1,10-2,10-2,1602.80212,2814.42041,
10,1,10-1,f0,-0.738846838,10-3,10-4,10-4,387.864624,1572.86902,
10,2,10-2,f0,0.706302524,10-5,10-6,10-6,187.840881,1241.55127,
10,3,10-3,f0,-1.08031929,10-7,10-8,10-8,20.7589722,578.18457,
10,4,10-4,f0,-0.279319078,10-9,10-10,10-10,43.4761734,994.684448,
10,5,10-5,f0,0.279319078,10-11,10-12,10-12,19.1558838,630.680176,
10,6,10-6,f0,1.17498672,10-13,10-14,10-14,21.8833618,610.871094,
10,7,10-7,f3,0.0500000007,10-15,10-16,10-16,2.11676025,365.473633,
10,8,10-8,f1,1.45000005,10-17,10-18,10-18,0.663345337,212.710953,
10,9,10-9,f0,-0.439913124,10-19,10-20,10-20,5.11677551,417.691132,
10,10,10-10,f1,6.11666679,10-21,10-22,10-22,6.84968185,576.993347,
10,11,10-11,f3,0.0199999996,10-23,10-24,10-24,4.73389053,208.68338,
10,12,10-12,f1,1.66666663,10-25,10-26,10-26,3.1131897,421.996796,
10,13,10-13,f0,0.91536504,10-27,10-28,10-28,1.85534668,253.593964,
10,14,10-14,f0,1.75068581,10-29,10-30,10-30,2.77349854,357.277161,
10,15,10-15,Leaf,,,,,-0.0446466245,358.665009,
10,16,10-16,Leaf,,,,,-0.0221692603,6.80861568,
10,17,10-17,Leaf,,,,,-0.0439950712,9.50025654,
10,18,10-18,Leaf,,,,,-0.0312644206,203.210693,
10,19,10-19,Leaf,,,,,-0.0192731209,235.324432,
10,20,10-20,Leaf,,,,,-0.0124050016,182.366684,
10,21,10-21,Leaf,,,,,-0.011571764,82.1912689,
10,22,10-22,Leaf,,,,,-0.00225947704,494.802032,
10,23,10-23,Leaf,,,,,0.00863239449,163.25119,
10,24,10-24,Leaf,,,,,-0.00226595206,45.4321976,
10,25,10-25,Leaf,,,,,0.0331215337,11.1517067,
10,26,10-26,Leaf,,,,,0.016904369,410.845093,
10,27,10-27,Leaf,,,,,0.0265952591,118.922676,
10,28,10-28,Leaf,,,,,0.0329510793,134.67128,
10,29,10-29,Leaf,,,,,0.0388813578,203.913971,
10,30,10-30,Leaf,,,,,0.0458325148,153.36319,
11,0,11-0,f0,0.125661373,11-1,11-2,11-2,1459.54346,2807.40332,
11,1,11-1,f0,-0.738846838,11-3,11-4,11-4,396.035828,1578.30298,
11,2,11-2,f0,0.91536504,11-5,11-6,11-6,187.242615,1229.10046,
11,3,11-3,f0,-1.08031929,11-7,11-8,11-8,14.8831787,570.206482,
11,4,11-4,f0,-0.279319078,11-9,11-10,11-10,42.0795746,1008.09644,
11,5,11-5,f0,0.358458757,11-11,11-12,11-12,31.4214325,742.754517,
11,6,11-6,f0,1.55477357,11-13,11-14,11-14,9.19433594,486.345947,
11,7,11-7,f3,0.0599999987,11-15,11-16,11-16,3.14746094,360.072968,
11,8,11-8,f3,0.0399999991,11-17,11-18,11-18,0.65763855,210.13353,
11,9,11-9,f0,-0.439913124,11-19,11-20,11-20,4.49239349,414.898529,
11,10,11-10,f2,0.0599999987,11-21,11-22,11-22,5.05226088,593.197937,
11,11,11-11,f0,0.279319078,11-23,11-24,11-24,3.30514336,304.571655,
11,12,11-12,f0,0.706302524,11-25,11-26,11-26,2.91523743,438.182831,
11,13,11-13,f2,0.0199999996,11-27,11-28,11-28,0.517974854,279.17627,
11,14,11-14,Leaf,,,,,0.0439580865,207.169693,
11,15,11-15,Leaf,,,,,-0.0433571674,354.691956,
11,16,11-16,Leaf,,,,,-0.016044762,5.38100147,
11,17,11-17,Leaf,,,,,-0.0315366536,197.756149,
11,18,11-18,Leaf,,,,,-0.0429661497,12.3773804,
11,19,11-19,Leaf,,,,,-0.0179963857,232.695709,
11,20,11-20,Leaf,,,,,-0.0115455016,182.202805,
11,21,11-21,Leaf,,,,,-0.00245676143,587.954956,
11,22,11-22,Leaf,,,,,-0.0296096783,5.24299622,
11,23,11-23,Leaf,,,,,0.00530513329,210.127197,
11,24,11-24,Leaf,,,,,0.0120944958,94.444458,
11,25,11-25,Leaf,,,,,0.018378647,320.18222,
11,26,11-26,Leaf,,,,,0.0242796708,118.000618,
11,27,11-27,Leaf,,,,,0.0355567262,254.659683,
11,28,11-28,Leaf,,,,,0.0270461775,24.516573,
12,0,12-0,f0,0.0,12-1,12-2,12-2,1406.60681,2802.479,
12,1,12-1,f0,-0.738846838,12-3,12-4,12-4,290.394653,1375.62524,
12,2,12-2,f0,0.674489737,12-5,12-6,12-6,250.330933,1426.85388,
12,3,12-3,f0,-1.03643334,12-7,12-8,12-8,20.4038086,567.09845,
12,4,12-4,f0,-0.279319078,12-9,12-10,12-10,21.7684555,808.526794,
12,5,12-5,f0,0.358458757,12-11,12-12,12-12,30.6402817,794.822937,
12,6,12-6,f0,1.0803194,12-13,12-14,12-14,29.9694824,632.030945,
12,7,12-7,f0,-1.34075499,12-15,12-16,12-16,2.35943604,370.376923,
12,8,12-8,f2,0.00999999978,12-17,12-18,12-18,0.281433105,196.721542,
12,9,12-9,f0,-0.612812936,12-19,12-20,12-20,3.98212433,416.0961,
12,10,12-10,f2,0.0500000007,12-21,12-22,12-22,3.10637474,392.430695,
12,11,12-11,f0,0.125661373,12-23,12-24,12-24,4.52003193,498.671417,
12,12,12-12,f0,0.412463188,12-25,12-26,12-26,2.52594757,296.151489,
12,13,12-13,f0,0.91536504,12-27,12-28,12-28,1.92991638,239.755676,
12,14,12-14,f0,1.75068581,12-29,12-30,12-30,3.23852539,392.275238,
12,15,12-15,Leaf,,,,,-0.0446298495,234.686752,
12,16,12-16,Leaf,,,,,-0.0379105508,135.69017,
12,17,12-17,Leaf,,,,,-0.0311034955,148.950363,
12,18,12-18,Leaf,,,,,-0.0255328435,47.771183,
12,19,12-19,Leaf,,,,,-0.020622991,86.787674,
12,20,12-20,Leaf,,,,,-0.0132183144,329.308411,
12,21,12-21,Leaf,,,,,-0.00456814095,386.19577,
12,22,12-22,Leaf,,,,,-0.0244949777,6.23492718,
12,23,12-23,Leaf,,,,,0.0015183189,193.242279,
12,24,12-24,Leaf,,,,,0.0073867715,305.429169,
12,25,12-25,Leaf,,,,,0.0225110315,69.7992859,
12,26,12-26,Leaf,,,,,0.0156090027,226.352219,
12,27,12-27,Leaf,,,,,0.0237547588,146.372696,
12,28,12-28,Leaf,,,,,0.0302550457,93.3829727,
12,29,12-29,Leaf,,,,,0.0374015607,244.336166,
12,30,12-30,Leaf,,,,,0.0443867743,147.939087,
13,0,13-0,f0,0.0501535349,13-1,13-2,13-2,1340.68811,2796.30835,
13,1,13-1,f0,-0.738846838,13-3,13-4,13-4,314.752686,1450.29797,
13,2,13-2,f0,0.84162128,13-5,13-6,13-6,207.791077,1346.01025,
13,3,13-3,f0,-1.03643334,13-7,13-8,13-8,20.8407593,560.185547,
13,4,13-4,f0,-0.279319078,13-9,13-10,13-10,28.6436539,890.112427,
13,5,13-5,f0,0.358458757,13-11,13-12,13-12,30.2276917,819.843811,
13,6,13-6,f0,1.55477357,13-13,13-14,13-14,14.7496948,526.166504,
13,7,13-7,f3,0.0599999987,13-15,13-16,13-16,2.89825439,367.005219,
13,8,13-8,f0,-0.91536504,13-17,13-18,13-18,0.386535645,193.180328,
13,9,13-9,f0,-0.524400473,13-19,13-20,13-20,3.30177307,416.990662,
13,10,13-10,f3,0.0199999996,13-21,13-22,13-22,3.05338717,473.121735,
13,11,13-11,f0,0.227544904,13-23,13-24,13-24,5.73355865,414.299622,
