trades,yes_trades,no_trades,wins,losses,win_rate,gross_pnl_dollars,total_fees_dollars,net_pnl_dollars,avg_pnl_per_trade_dollars,turnover_dollars,ending_equity_dollars,return_pct,peak_equity_dollars,max_drawdown_dollars,max_drawdown_pct,avg_hold_minutes,skipped_due_capital,skipped_due_open_ticker,model,log_loss
230922,134270,96652,139712,91210,0.6050181446549051,188804.37888866063,33137.87999999053,155666.49888865303,0.6741085686450534,1208315.6211113778,156666.4988886529,15566.649888865288,156666.4988886529,1143.4179992066202,10.607295536236142,7.330120055519042,0,0,LightGBM,0.4978437768923439
