trades,yes_trades,no_trades,wins,losses,win_rate,gross_pnl_dollars,total_fees_dollars,net_pnl_dollars,avg_pnl_per_trade_dollars,turnover_dollars,ending_equity_dollars,return_pct,peak_equity_dollars,max_drawdown_dollars,max_drawdown_pct,avg_hold_minutes,skipped_due_capital,skipped_due_reserve,skipped_due_open_ticker,model,log_loss
230757,134173,96584,139634,91123,0.6051127376417617,189271.52689613294,33114.85999999022,156156.66689612655,0.6767147557652706,1207068.4731039014,157156.6668961264,15615.66668961264,157156.6668961264,1080.4889945276082,9.005312749594555,7.331545278620361,0,0,0,LightGBM,0.4978264613902208
