trades,yes_trades,no_trades,wins,losses,win_rate,gross_pnl_dollars,total_fees_dollars,net_pnl_dollars,avg_pnl_per_trade_dollars,turnover_dollars,ending_equity_dollars,return_pct,peak_equity_dollars,max_drawdown_dollars,max_drawdown_pct,avg_hold_minutes,skipped_due_capital,skipped_due_open_ticker,model,log_loss
8183,5656,2527,4150,4033,0.5071489673713797,4562.38112416921,1309.9999999999932,3252.3811241689887,0.3974558382217999,36937.61887583045,4252.381124168975,325.2381124168974,4252.381124168975,129.73099719465154,6.57372143986666,13.133200002020402,0,2280790,LightGBM,0.49784010984342275
