trades,yes_trades,no_trades,wins,losses,win_rate,gross_pnl_dollars,total_fees_dollars,net_pnl_dollars,avg_pnl_per_trade_dollars,turnover_dollars,ending_equity_dollars,return_pct,peak_equity_dollars,max_drawdown_dollars,max_drawdown_pct,avg_hold_minutes,skipped_due_capital,skipped_due_open_ticker,model,log_loss
816333,468467,347866,492361,323972,0.6031374451357473,40302.604237102576,14417.070000228667,25885.534237086536,0.03170952814242048,452058.3957634293,35885.53423708925,258.85534237089246,35885.53423708925,391.5751031867003,3.300722095034847,8.147133831411876,0,0,LightGBM,0.4978583717074862
581556,375776,205780,341135,240421,0.5865901134198598,22991.241420529586,10613.110000143017,12378.131420530559,0.021284504708971377,318143.75857957196,22378.13142051851,123.78131420518513,22418.168721154823,768.0875253676713,7.041035462411541,8.030994371031642,0,0,CatBoost,0.4997032384535291
525398,335897,189501,314921,210477,0.5993951252193576,19825.6641067042,9388.840000117181,10436.824106707094,0.01986460570216692,295095.33589330205,20436.824106688564,104.36824106688563,20463.737207101083,750.2894969243407,6.868450439973133,7.871657147004278,0,0,XGBoost,0.49987756074871303
178579,109793,68786,115354,63225,0.6459550115075121,2601.0341175343833,3461.239999997857,-860.205882465388,-0.004816948703181158,112752.96588246702,9139.794117522179,-8.602058824778213,10048.49401350738,1389.586205732372,13.828800652759144,9.39862951333539,0,0,Machine Learning (Logistic Regression),0.5023204337075202
352116,191183,160933,96132,255984,0.2730123027638619,-3984.9366815384747,6015.0300000463285,-9999.966681541286,-0.0283996372830013,100116.93668148352,0.03331845915035281,-99.99966681540849,10003.215200086088,10003.181881626937,99.99966692249957,7.99581216844997,1231101,0,PySR (Symbolic Regression),0.5073507970893945
