Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
195,14,195-14,f1,0.400000006,195-29,195-30,195-30,26.495636,1592.75317,
195,15,195-15,Leaf,,,,,0.00614915974,35.6900558,
195,16,195-16,Leaf,,,,,-0.0191846322,697.708618,
195,17,195-17,Leaf,,,,,-0.00367259164,2015.66699,
195,18,195-18,Leaf,,,,,-0.0116868587,1501.01868,
195,19,195-19,Leaf,,,,,0.024783561,110.232201,
195,20,195-20,Leaf,,,,,-0.0101898387,22.9991112,
195,21,195-21,Leaf,,,,,-0.00257463497,19510.1699,
195,22,195-22,Leaf,,,,,0.0557039753,20.1714783,
195,23,195-23,Leaf,,,,,0.00384209258,305.690155,
195,24,195-24,Leaf,,,,,-0.0137187634,1062.57971,
195,25,195-25,Leaf,,,,,-0.000483878714,332552.719,
195,26,195-26,Leaf,,,,,0.000198684837,781887.25,
195,27,195-27,Leaf,,,,,0.00298217777,29307.2734,
195,28,195-28,Leaf,,,,,-0.00277674012,3144.81128,
195,29,195-29,Leaf,,,,,0.0238081049,158.604614,
195,30,195-30,Leaf,,,,,0.0108831013,1434.14856,
196,0,196-0,f0,-1.64485359,196-1,196-2,196-2,308.619843,1174210.75,
196,1,196-1,f1,2.16666675,196-3,196-4,196-4,95.4752197,6622.40918,
196,2,196-2,f0,1.64485359,196-5,196-6,196-6,294.588287,1167588.38,
196,3,196-3,f2,-0.00999999978,196-7,196-8,196-8,61.0204468,2193.66382,
196,4,196-4,f1,13.1999998,196-9,196-10,196-10,63.215332,4428.74512,
196,5,196-5,f0,-0.524400532,196-11,196-12,196-12,184.932541,1156153.25,
196,6,196-6,f0,2.32634783,196-13,196-14,196-14,99.4940796,11435.1289,
196,7,196-7,f2,-0.850000024,196-15,196-16,196-16,23.5352917,241.654495,
196,8,196-8,f0,-2.05374885,196-17,196-18,196-18,41.3729553,1952.00928,
196,9,196-9,f2,-0.280000001,196-19,196-20,196-20,51.2615814,4368.25537,
196,10,196-10,f2,0.0,196-21,196-22,196-22,35.7048035,60.4900246,
196,11,196-11,f1,14.7333336,196-23,196-24,196-24,233.084412,187221.453,
196,12,196-12,f2,0.119999997,196-25,196-26,196-26,120.613922,968931.75,
196,13,196-13,f1,12.5166664,196-27,196-28,196-28,85.0450439,9862.17871,
196,14,196-14,f1,0.400000006,196-29,196-30,196-30,28.2149658,1572.94983,
196,15,196-15,Leaf,,,,,0.0441514961,10.7103996,
196,16,196-16,Leaf,,,,,0.000553855964,230.944092,
196,17,196-17,Leaf,,,,,-0.0190134253,721.981445,
196,18,196-18,Leaf,,,,,-0.00995035283,1230.02783,
196,19,196-19,Leaf,,,,,0.0803358182,5.43062973,
196,20,196-20,Leaf,,,,,-0.00444509555,4362.82471,
196,21,196-21,Leaf,,,,,-0.00380580639,22.3206787,
196,22,196-22,Leaf,,,,,0.0435749702,38.1693459,
196,23,196-23,Leaf,,,,,-0.000884217385,187028.25,
196,24,196-24,Leaf,,,,,0.0319991075,193.203278,
196,25,196-25,Leaf,,,,,0.000198839014,965815.375,
196,26,196-26,Leaf,,,,,-0.00571168959,3116.35938,
196,27,196-27,Leaf,,,,,0.00401775958,9761.18848,
196,28,196-28,Leaf,,,,,-0.023522066,100.991028,
196,29,196-29,Leaf,,,,,0.0240138397,154.512497,
196,30,196-30,Leaf,,,,,0.0105163874,1418.43738,
197,0,197-0,f0,1.88079357,197-1,197-2,197-2,313.730835,1173772.25,
197,1,197-1,f0,-1.75068605,197-3,197-4,197-4,297.98584,1168712.5,
197,2,197-2,f4,1.0,197-5,197-6,197-6,75.4109497,5059.68555,
197,3,197-3,f1,9.80000019,197-7,197-8,197-8,118.838623,4557.80371,
197,4,197-4,f0,0.0501535833,197-9,197-10,197-10,181.343811,1164154.75,
197,5,197-5,f1,0.400000006,197-11,197-12,197-12,51.3703918,3866.43359,
197,6,197-6,f3,0.25,197-13,197-14,197-14,22.557579,1193.25195,
197,7,197-7,f4,0.0,197-15,197-16,197-16,102.470367,4241.05762,
197,8,197-8,f1,10.333333,197-17,197-18,197-18,87.3748169,316.746216,
197,9,197-9,f1,3.20000005,197-19,197-20,197-20,331.366211,616109.25,
197,10,197-10,f1,1.26666665,197-21,197-22,197-22,260.696533,548045.5,
197,11,197-11,f1,0.25,197-23,197-24,197-24,1.50097656,178.589752,
197,12,197-12,f1,12.7666664,197-25,197-26,197-26,43.7735901,3687.84375,
197,13,197-13,f1,11.5666666,197-27,197-28,197-28,18.5471916,1141.47705,
197,14,197-14,f1,0.716666639,197-29,197-30,197-30,4.28113365,51.7750015,
197,15,197-15,Leaf,,,,,-0.000202937837,929.936401,
197,16,197-16,Leaf,,,,,-0.0114732878,3311.12109,
197,17,197-17,Leaf,,,,,0.0336468704,96.6230621,
197,18,197-18,Leaf,,,,,-0.0004504307,220.123154,
197,19,197-19,Leaf,,,,,-0.00258548721,54258.0195,
197,20,197-20,Leaf,,,,,-0.00013045028,561851.188,
197,21,197-21,Leaf,,,,,0.0051238751,10330.3184,
197,22,197-22,Leaf,,,,,0.000312783057,537715.188,
197,23,197-23,Leaf,,,,,0.0281514283,94.872963,
197,24,197-24,Leaf,,,,,0.0215142313,83.7167816,
197,25,197-25,Leaf,,,,,0.00889101252,3679.70679,
197,26,197-26,Leaf,,,,,-0.0569178388,8.13697147,
197,27,197-27,Leaf,,,,,0.00216033356,1129.56982,
197,28,197-28,Leaf,,,,,-0.0340098329,11.9071274,
197,29,197-29,Leaf,,,,,-0.00720514404,20.6011868,
197,30,197-30,Leaf,,,,,-0.0251934696,31.1738148,
198,0,198-0,f0,1.17498684,198-1,198-2,198-2,301.165161,1173505.75,
198,1,198-1,f0,-1.75068605,198-3,198-4,198-4,263.972687,1127916.0,
198,2,198-2,f0,2.32634783,198-5,198-6,198-6,140.691376,45589.7969,
198,3,198-3,f1,11.9333334,198-7,198-8,198-8,111.317047,4519.71045,
198,4,198-4,f0,-0.643345416,198-9,198-10,198-10,155.897064,1123396.25,
198,5,198-5,f2,0.00999999978,198-11,198-12,198-12,116.383453,44047.1133,
198,6,198-6,f1,9.89999962,198-13,198-14,198-14,27.3864441,1542.68433,
198,7,198-7,f2,0.0,198-15,198-16,198-16,77.1391602,4403.91406,
198,8,198-8,f2,0.0,198-17,198-18,198-18,50.5928688,115.796585,
198,9,198-9,f1,0.800000012,198-19,198-20,198-20,167.839386,142064.891,
198,10,198-10,f1,8.46666622,198-21,198-22,198-22,92.0459747,981331.375,
198,11,198-11,f1,8.75,198-23,198-24,198-24,79.8847656,32739.8379,
198,12,198-12,f1,10.75,198-25,198-26,198-26,102.885773,11307.2754,
198,13,198-13,f1,0.400000006,198-27,198-28,198-28,23.6416931,1529.44092,
198,14,198-14,f2,0.280000001,198-29,198-30,198-30,9.95183086,13.2433615,
198,15,198-15,Leaf,,,,,-0.000688951986,979.878113,
198,16,198-16,Leaf,,,,,-0.0102354093,3424.03589,
198,17,198-17,Leaf,,,,,-0.00722253323,37.0457191,
198,18,198-18,Leaf,,,,,0.0350346453,78.7508621,
198,19,198-19,Leaf,,,,,-0.0108807711,1533.19934,
198,20,198-20,Leaf,,,,,-0.000904080633,140531.688,
198,21,198-21,Leaf,,,,,0.000445615064,345504.375,
198,22,198-22,Leaf,,,,,-0.000162708617,635827.062,
198,23,198-23,Leaf,,,,,0.00232164958,27493.3164,
198,24,198-24,Leaf,,,,,0.00636119768,5246.52148,
198,25,198-25,Leaf,,,,,0.000204270051,10553.3457,
198,26,198-26,Leaf,,,,,-0.0112600476,753.929382,
198,27,198-27,Leaf,,,,,0.023071764,147.221573,
198,28,198-28,Leaf,,,,,0.0104246708,1382.21936,
198,29,198-29,Leaf,,,,,-0.048907198,8.1696291,
198,30,198-30,Leaf,,,,,0.00291311881,5.07373285,
199,0,199-0,f0,-1.12639117,199-1,199-2,199-2,290.165009,1172692.75,
199,1,199-1,f0,-2.05374885,199-3,199-4,199-4,170.188812,39474.7695,
199,2,199-2,f0,1.75068605,199-5,199-6,199-6,278.276093,1133218.0,
199,3,199-3,f1,1.60000002,199-7,199-8,199-8,54.2796478,1330.60046,
199,4,199-4,f2,-0.0299999993,199-9,199-10,199-10,69.9769135,38144.1719,
199,5,199-5,f2,0.0299999993,199-11,199-12,199-12,145.388702,1125212.5,
199,6,199-6,f0,2.32634783,199-13,199-14,199-14,77.7286987,8005.46436,
199,7,199-7,f2,-0.0299999993,199-15,199-16,199-16,22.9735413,580.080688,
199,8,199-8,f1,5.9666667,199-17,199-18,199-18,27.3653946,750.519775,
199,9,199-9,f2,-0.400000006,199-19,199-20,199-20,26.1232147,1069.36084,
199,10,199-10,f1,0.800000012,199-21,199-22,199-22,85.7768402,37074.8086,
199,11,199-11,f0,0.706302583,199-23,199-24,199-24,149.285294,1067630.5,
199,12,199-12,f2,0.209999993,199-25,199-26,199-26,83.9969482,57582.0117,
199,13,199-13,f2,0.0,199-27,199-28,199-28,60.5778503,6478.7666,
199,14,199-14,f2,0.00999999978,199-29,199-30,199-30,25.5407257,1526.69763,
199,15,199-15,Leaf,,,,,0.00401704898,33.6214218,
199,16,199-16,Leaf,,,,,-0.0214224681,546.459229,
199,17,199-17,Leaf,,,,,-0.0100059453,646.76001,
199,18,199-18,Leaf,,,,,0.00654031429,103.759766,
199,19,199-19,Leaf,,,,,0.0205219947,93.0609741,
199,20,199-20,Leaf,,,,,0.00395840779,976.299805,
199,21,199-21,Leaf,,,,,-0.0124876229,737.185669,
199,22,199-22,Leaf,,,,,-0.00215748325,36337.625,
199,23,199-23,Leaf,,,,,1.1118158e-05,938073.0,
199,24,199-24,Leaf,,,,,0.00109751662,129557.523,
199,25,199-25,Leaf,,,,,-0.00123575237,56359.4297,
199,26,199-26,Leaf,,,,,-0.00918097422,1222.5813,
199,27,199-27,Leaf,,,,,0.0105357887,1133.87708,
199,28,199-28,Leaf,,,,,0.00290308101,5344.88965,
199,29,199-29,Leaf,,,,,0.013644902,1236.15991,
199,30,199-30,Leaf,,,,,0.0037447717,290.537689,
200,0,200-0,f2,0.0299999993,200-1,200-2,200-2,150.083145,1172720.25,
200,1,200-1,f2,-0.150000006,200-3,200-4,200-4,135.757462,1113975.88,
200,2,200-2,f2,0.209999993,200-5,200-6,200-6,72.3319855,58744.2695,
200,3,200-3,f5,0.189999998,200-7,200-8,200-8,30.5245361,2088.56567,
200,4,200-4,f1,0.400000006,200-9,200-10,200-10,51.6065826,1111887.38,
200,5,200-5,f5,0.360000014,200-11,200-12,200-12,40.5770111,57440.3945,
200,6,200-6,f1,14.7333336,200-13,200-14,200-14,28.3225632,1303.87512,
200,7,200-7,f1,6.3499999,200-15,200-16,200-16,25.5849304,1082.24951,
200,8,200-8,f2,-0.370000005,200-17,200-18,200-18,23.2445221,1006.31616,
200,9,200-9,f5,0.400000006,200-19,200-20,200-20,67.8539276,1482.07422,
200,10,200-10,f2,-0.0500000007,200-21,200-22,200-22,50.5735931,1110405.25,
200,11,200-11,f1,0.716666639,200-23,200-24,200-24,30.5139923,54012.457,
200,12,200-12,f1,10.9666662,200-25,200-26,200-26,61.7630081,3427.93896,
200,13,200-13,f2,0.769999981,200-27,200-28,200-28,23.9431839,1213.19434,
200,14,200-14,f2,0.409999996,200-29,200-30,200-30,9.29262924,90.680748,
200,15,200-15,Leaf,,,,,0.00864308421,563.69574,
200,16,200-16,Leaf,,,,,-0.000585255562,518.553772,
200,17,200-17,Leaf,,,,,0.0197880846,233.003006,
200,18,200-18,Leaf,,,,,0.00896440353,773.313171,
200,19,200-19,Leaf,,,,,-0.0112317884,826.263855,
200,20,200-20,Leaf,,,,,0.00168643193,655.810364,
200,21,200-21,Leaf,,,,,0.0022127633,9931.4834,
200,22,200-22,Leaf,,,,,6.24322929e-05,1100473.75,
200,23,200-23,Leaf,,,,,-0.00692729279,797.903931,
200,24,200-24,Leaf,,,,,-0.00102026737,53214.5508,
200,25,200-25,Leaf,,,,,-0.0034224249,3210.74097,
200,26,200-26,Leaf,,,,,-0.0199196637,217.197891,
200,27,200-27,Leaf,,,,,-0.00880048703,1166.54932,
200,28,200-28,Leaf,,,,,-0.030543834,46.6449928,
200,29,200-29,Leaf,,,,,0.0121412193,74.3707504,
200,30,200-30,Leaf,,,,,-0.0123176007,16.3099957,
201,0,201-0,f2,0.0299999993,201-1,201-2,201-2,145.054871,1172788.38,
201,1,201-1,f2,-0.159999996,201-3,201-4,201-4,135.162186,1114073.75,
201,2,201-2,f2,0.209999993,201-5,201-6,201-6,79.9640808,58714.6797,
201,3,201-3,f5,0.189999998,201-7,201-8,201-8,37.7962952,1891.48022,
201,4,201-4,f1,0.400000006,201-9,201-10,201-10,54.9856987,1112182.25,
201,5,201-5,f5,0.340000004,201-11,201-12,201-12,40.2619019,57406.9805,
201,6,201-6,f5,0.159999996,201-13,201-14,201-14,28.4820328,1307.69836,
201,7,201-7,f1,0.966666639,201-15,201-16,201-16,27.2874298,969.899902,
201,8,201-8,f2,-0.270000011,201-17,201-18,201-18,16.7248688,921.580322,
201,9,201-9,f5,0.409999996,201-19,201-20,201-20,59.2577782,1490.28772,
201,10,201-10,f2,-0.0500000007,201-21,201-22,201-22,47.1822166,1110692.0,
201,11,201-11,f1,0.716666639,201-23,201-24,201-24,33.3530312,52780.7109,
201,12,201-12,f1,11.0166664,201-25,201-26,201-26,41.1014099,4626.26904,
201,13,201-13,f1,0.800000012,201-27,201-28,201-28,29.9846916,540.506775,
201,14,201-14,f2,0.639999986,201-29,201-30,201-30,17.5701294,767.191589,
201,15,201-15,Leaf,,,,,0.0117895193,282.415344,
201,16,201-16,Leaf,,,,,0.000726012047,687.484558,
201,17,201-17,Leaf,,,,,0.0173324104,374.5672,
201,18,201-18,Leaf,,,,,0.00907163601,547.013123,
201,19,201-19,Leaf,,,,,-0.0106406957,883.09613,
201,20,201-20,Leaf,,,,,0.00152905623,607.191589,
201,21,201-21,Leaf,,,,,0.00211656932,10141.6104,
201,22,201-22,Leaf,,,,,6.10213647e-05,1100550.38,
201,23,201-23,Leaf,,,,,-0.00734317349,744.314087,
201,24,201-24,Leaf,,,,,-0.000951490598,52036.3984,
201,25,201-25,Leaf,,,,,-0.00316007156,4284.77393,
201,26,201-26,Leaf,,,,,-0.0139621934,341.4953,
201,27,201-27,Leaf,,,,,-0.0152272545,142.905472,
201,28,201-28,Leaf,,,,,0.000752259512,397.601288,
201,29,201-29,Leaf,,,,,-0.0108075552,677.453918,
201,30,201-30,Leaf,,,,,-0.02493296,89.7376633,
202,0,202-0,f0,-0.95416528,202-1,202-2,202-2,270.779602,1172772.0,
202,1,202-1,f0,-2.05374885,202-3,202-4,202-4,171.504929,65108.9883,
202,2,202-2,f0,1.88079357,202-5,202-6,202-6,235.474091,1107663.0,
202,3,202-3,f1,1.60000002,202-7,202-8,202-8,60.2483826,1312.86707,
202,4,202-4,f1,13.4499998,202-9,202-10,202-10,102.551208,63796.1211,
202,5,202-5,f0,0.772193193,202-11,202-12,202-12,137.785934,1102684.62,
202,6,202-6,f2,0.00999999978,202-13,202-14,202-14,75.1231995,4978.32031,
202,7,202-7,f2,-0.00999999978,202-15,202-16,202-16,23.280777,568.718323,
202,8,202-8,f2,0.0,202-17,202-18,202-18,29.9699402,744.148682,
202,9,202-9,f1,0.716666639,202-19,202-20,202-20,82.9479675,63170.0312,
202,10,202-10,f1,13.7833338,202-21,202-22,202-22,50.5913162,626.087158,
202,11,202-11,f1,0.616666675,202-23,202-24,202-24,115.39624,983200.562,
202,12,202-12,f1,9.28333378,202-25,202-26,202-26,136.495377,119484.109,
202,13,202-13,f1,0.400000006,202-27,202-28,202-28,56.0524902,3787.1062,
202,14,202-14,f1,6.2166667,202-29,202-30,202-30,15.0299597,1191.21411,
202,15,202-15,Leaf,,,,,0.000412274414,46.3816147,
202,16,202-16,Leaf,,,,,-0.0217551198,522.336731,
202,17,202-17,Leaf,,,,,0.00436838204,163.170822,
202,18,202-18,Leaf,,,,,-0.0101582864,580.977844,
202,19,202-19,Leaf,,,,,-0.0105891842,945.367737,
202,20,202-20,Leaf,,,,,-0.00164005102,62224.6641,
202,21,202-21,Leaf,,,,,0.0211309548,242.040833,
202,22,202-22,Leaf,,,,,0.00362889189,384.046326,
202,23,202-23,Leaf,,,,,-0.00652364269,2456.48901,
202,24,202-24,Leaf,,,,,-1.46359407e-05,980744.062,
202,25,202-25,Leaf,,,,,0.00163036259,89844.2188,
202,26,202-26,Leaf,,,,,-0.000717365008,29639.8945,
202,27,202-27,Leaf,,,,,0.0255617164,168.520828,
202,28,202-28,Leaf,,,,,0.00789845549,3618.58545,
202,29,202-29,Leaf,,,,,0.00140623015,1026.36206,
202,30,202-30,Leaf,,,,,-0.00832655374,164.852112,
203,0,203-0,f0,-1.22652817,203-1,203-2,203-2,250.913345,1172374.88,
203,1,203-1,f0,-2.05374885,203-3,203-4,203-4,145.181656,29119.5078,
203,2,203-2,f0,1.40507162,203-5,203-6,203-6,238.035858,1143255.38,
203,3,203-3,f1,1.60000002,203-7,203-8,203-8,52.0655823,1297.08105,
203,4,203-4,f1,1.98333335,203-9,203-10,203-10,66.8695984,27822.4258,
203,5,203-5,f1,0.400000006,203-11,203-12,203-12,132.59758,1120115.88,
203,6,203-6,f1,12.0333338,203-13,203-14,203-14,139.346985,23139.4414,
203,7,203-7,f3,0.74000001,203-15,203-16,203-16,21.051712,557.612732,
203,8,203-8,f1,5.9666667,203-17,203-18,203-18,24.4444351,739.468323,
203,9,203-9,f1,1.33333337,203-19,203-20,203-20,39.5482178,4024.77734,
203,10,203-10,f3,0.0900000036,203-21,203-22,203-22,49.299324,23797.6484,
203,11,203-11,f4,0.0,203-23,203-24,203-24,51.580658,1399.07776,
203,12,203-12,f0,-0.100433722,203-25,203-26,203-26,99.8020096,1118716.88,
203,13,203-13,f1,8.69999981,203-27,203-28,203-28,107.698822,22733.752,
203,14,203-14,f1,13.3999996,203-29,203-30,203-30,23.1707001,405.689606,
203,15,203-15,Leaf,,,,,-0.0201008264,551.558105,
203,16,203-16,Leaf,,,,,0.0325709507,6.05460453,
203,17,203-17,Leaf,,,,,-0.00951860752,636.008057,
203,18,203-18,Leaf,,,,,0.00615745503,103.460274,
203,19,203-19,Leaf,,,,,-0.00305456039,2126.65161,
203,20,203-20,Leaf,,,,,-0.00901318714,1898.12573,
203,21,203-21,Leaf,,,,,-0.00180011941,23631.5664,
203,22,203-22,Leaf,,,,,0.0145537239,166.082657,
203,23,203-23,Leaf,,,,,-0.00178142183,525.211426,
203,24,203-24,Leaf,,,,,-0.0136785349,873.866333,
203,25,203-25,Leaf,,,,,-0.00032311285,451570.281,
203,26,203-26,Leaf,,,,,0.000254420738,667146.562,
203,27,203-27,Leaf,,,,,0.00278523006,20912.2812,
203,28,203-28,Leaf,,,,,0.0103896437,1821.47131,
203,29,203-29,Leaf,,,,,-0.00958513469,284.476685,
203,30,203-30,Leaf,,,,,-0.0252718572,121.212906,
204,0,204-0,f0,1.12639117,204-1,204-2,204-2,237.811371,1172305.62,
204,1,204-1,f0,-1.75068605,204-3,204-4,204-4,228.307236,1120551.0,
204,2,204-2,f0,2.32634783,204-5,204-6,204-6,141.278519,51754.6289,
204,3,204-3,f1,9.80000019,204-7,204-8,204-8,93.9003296,4418.25781,
204,4,204-4,f0,-0.772193193,204-9,204-10,204-10,132.409134,1116132.75,
204,5,204-5,f2,0.0399999991,204-11,204-12,204-12,119.218079,50260.4961,
204,6,204-6,f2,0.00999999978,204-13,204-14,204-14,25.2442932,1494.13538,
204,7,204-7,f2,0.0,204-15,204-16,204-16,90.7477112,4099.70312,
204,8,204-8,f1,10.333333,204-17,204-18,204-18,76.5254974,318.555054,
204,9,204-9,f1,0.883333325,204-19,204-20,204-20,120.182938,101691.844,
204,10,204-10,f2,0.129999995,204-21,204-22,204-22,87.9020004,1014440.94,
204,11,204-11,f1,10.9666662,204-23,204-24,204-24,67.2818298,48864.9531,
204,12,204-12,f1,9.03333378,204-25,204-26,204-26,69.927742,1395.54187,
204,13,204-13,f1,0.400000006,204-27,204-28,204-28,20.3741913,1203.75684,
204,14,204-14,f1,5.38333321,204-29,204-30,204-30,13.3144131,290.378632,
204,15,204-15,Leaf,,,,,0.000183223907,919.620239,
204,16,204-16,Leaf,,,,,-0.0105163986,3180.08276,
204,17,204-17,Leaf,,,,,0.0306560434,98.1785812,
204,18,204-18,Leaf,,,,,-0.00107195356,220.37648,
204,19,204-19,Leaf,,,,,-0.00936797168,1556.04248,
204,20,204-20,Leaf,,,,,-0.00096862833,100135.797,
204,21,204-21,Leaf,,,,,5.23036106e-05,1011875.06,
204,22,204-22,Leaf,,,,,-0.00550637301,2565.83984,
204,23,204-23,Leaf,,,,,0.00224443688,45957.4297,
204,24,204-24,Leaf,,,,,-0.00246070558,2907.52246,
204,25,204-25,Leaf,,,,,-0.00382029219,1150.89929,
204,26,204-26,Leaf,,,,,-0.0214576945,244.642578,
204,27,204-27,Leaf,,,,,0.0248911511,116.684738,
204,28,204-28,Leaf,,,,,0.0116906725,1087.07202,
204,29,204-29,Leaf,,,,,0.00545173371,256.959778,
204,30,204-30,Leaf,,,,,-0.0144209713,33.4188461,
205,0,205-0,f0,-1.88079357,205-1,205-2,205-2,227.325272,1172239.12,
205,1,205-1,f2,-0.0900000036,205-3,205-4,205-4,37.0814667,2847.86963,
205,2,205-2,f0,2.05374885,205-5,205-6,205-6,222.81163,1169391.25,
205,3,205-3,f2,-0.850000024,205-7,205-8,205-8,9.08705711,79.362648,
205,4,205-4,f0,-2.05374885,205-9,205-10,205-10,31.3248596,2768.50708,
205,5,205-5,f0,-0.0501535833,205-11,205-12,205-12,159.767456,1166232.75,
205,6,205-6,f2,0.0299999993,205-13,205-14,205-14,35.5307159,3158.54395,
205,7,205-7,Leaf,,,,,0.0390273668,8.67670441,
205,8,205-8,f2,-0.519999981,205-15,205-16,205-16,1.01707077,70.6859436,
205,9,205-9,f2,0.0,205-17,205-18,205-18,32.1191559,1236.0575,
205,10,205-10,f2,0.00999999978,205-19,205-20,205-20,4.77358246,1532.44958,
205,11,205-11,f2,-0.219999999,205-21,205-22,205-22,132.077454,521956.344,
205,12,205-12,f2,0.129999995,205-23,205-24,205-24,114.249054,644276.375,
205,13,205-13,f0,2.32634783,205-25,205-26,205-26,25.4591675,2986.40796,
205,14,205-14,f2,0.75999999,205-27,205-28,205-28,2.99743462,172.135834,
205,15,205-15,Leaf,,,,,0.0153613538,12.5115681,
205,16,205-16,Leaf,,,,,0.00594467157,58.1743736,
205,17,205-17,Leaf,,,,,-0.00208038767,216.430038,
205,18,205-18,Leaf,,,,,-0.0148144364,1019.62744,
205,19,205-19,Leaf,,,,,-0.00544242794,1297.87561,
205,20,205-20,Leaf,,,,,-0.0101045286,234.573883,
205,21,205-21,Leaf,,,,,0.0126513988,697.930664,
205,22,205-22,Leaf,,,,,-0.000398579374,521258.438,
205,23,205-23,Leaf,,,,,0.000348294066,642104.812,
205,24,205-24,Leaf,,,,,-0.00654286146,2171.59326,
205,25,205-25,Leaf,,,,,0.006117051,1572.29785,
205,26,205-26,Leaf,,,,,0.011672087,1414.11023,
205,27,205-27,Leaf,,,,,-0.00436275825,165.46489,
205,28,205-28,Leaf,,,,,-0.0236398838,6.67095375,
206,0,206-0,f0,-0.9153651,206-1,206-2,206-2,236.169785,1171810.12,
206,1,206-1,f0,-2.05374885,206-3,206-4,206-4,161.370468,72175.1641,
206,2,206-2,f0,1.75068605,206-5,206-6,206-6,203.819931,1099635.0,
206,3,206-3,f1,1.60000002,206-7,206-8,206-8,53.6035004,1255.69617,
206,4,206-4,f1,0.716666639,206-9,206-10,206-10,91.4964752,70919.4609,
206,5,206-5,f1,0.25,206-11,206-12,206-12,100.533493,1091785.75,
206,6,206-6,f0,2.32634783,206-13,206-14,206-14,63.0591278,7849.17383,
206,7,206-7,f3,0.0199999996,206-15,206-16,206-16,23.2948151,536.281067,
206,8,206-8,f1,12.416667,206-17,206-18,206-18,29.0968552,719.4151,
206,9,206-9,f3,0.479999989,206-19,206-20,206-20,41.1527634,980.480164,
206,10,206-10,f3,0.119999997,206-21,206-22,206-22,81.4661102,69938.9844,
206,11,206-11,f4,0.0,206-23,206-24,206-24,22.1442261,597.492188,
206,12,206-12,f0,0.772193193,206-25,206-26,206-26,101.506729,1091188.38,
206,13,206-13,f4,0.0,206-27,206-28,206-28,54.0159073,6389.00732,
206,14,206-14,f3,0.00999999978,206-29,206-30,206-30,26.2933197,1460.16675,
206,15,206-15,Leaf,,,,,-0.0214201305,489.683838,
206,16,206-16,Leaf,,,,,0.000759679591,46.5972519,
206,17,206-17,Leaf,,,,,-0.00802817568,697.889587,
206,18,206-18,Leaf,,,,,0.0266451184,21.5255527,
206,19,206-19,Leaf,,,,,-0.0120265773,928.755493,
206,20,206-20,Leaf,,,,,0.0152597502,51.7246704,
206,21,206-21,Leaf,,,,,-0.00142957375,69510.625,
206,22,206-22,Leaf,,,,,0.0116786063,428.358185,
206,23,206-23,Leaf,,,,,-0.00435731467,210.33551,
206,24,206-24,Leaf,,,,,-0.0164708812,387.156708,
206,25,206-25,Leaf,,,,,-2.1877242e-05,975092.062,
206,26,206-26,Leaf,,,,,0.000916516175,116096.234,
206,27,206-27,Leaf,,,,,0.00964843854,1110.10083,
206,28,206-28,Leaf,,,,,0.00237003923,5278.90625,
206,29,206-29,Leaf,,,,,0.0125347106,1173.34375,
206,30,206-30,Leaf,,,,,0.0023932748,286.822998,
207,0,207-0,f0,1.64485359,207-1,207-2,207-2,218.310837,1171769.12,
207,1,207-1,f0,-1.2815516,207-3,207-4,207-4,210.753998,1160680.75,
207,2,207-2,f1,12.5166664,207-5,207-6,207-6,89.4257355,11088.3965,
207,3,207-3,f1,1.98333335,207-7,207-8,207-8,124.797775,23376.5957,
207,4,207-4,f2,0.0700000003,207-9,207-10,207-10,110.599213,1137304.12,
207,5,207-5,f0,2.32634783,207-11,207-12,207-12,75.2740021,10976.998,
207,6,207-6,f2,0.119999997,207-13,207-14,207-14,30.5897102,111.398491,
207,7,207-7,f2,0.0,207-15,207-16,207-16,64.4572144,4030.29858,
207,8,207-8,f1,13.3500004,207-17,207-18,207-18,55.7945709,19346.2969,
207,9,207-9,f0,0.385320455,207-19,207-20,207-20,116.098724,1128280.38,
207,10,207-10,f1,0.400000006,207-21,207-22,207-22,37.5179062,9023.74121,
207,11,207-11,f1,3.13333344,207-23,207-24,207-24,70.494751,9535.50879,
207,12,207-12,f1,0.400000006,207-25,207-26,207-26,23.5218506,1441.48962,
207,13,207-13,f2,0.00999999978,207-27,207-28,207-28,19.9899597,89.6109238,
207,14,207-14,f2,0.389999986,207-29,207-30,207-30,3.68293643,21.787569,
207,15,207-15,Leaf,,,,,-0.00149603433,1106.63,
207,16,207-16,Leaf,,,,,-0.00999796204,2923.6687,
207,17,207-17,Leaf,,,,,-0.00201157504,19181.6152,
207,18,207-18,Leaf,,,,,0.0154733164,164.681259,
207,19,207-19,Leaf,,,,,-0.000132270492,851070.562,
207,20,207-20,Leaf,,,,,0.000574625854,277209.844,
207,21,207-21,Leaf,,,,,-0.0136604393,302.6539,
207,22,207-22,Leaf,,,,,-0.0029316151,8721.08789,
207,23,207-23,Leaf,,,,,0.000461047573,4005.85352,
207,24,207-24,Leaf,,,,,0.00568704074,5529.65479,
207,25,207-25,Leaf,,,,,0.0227936655,134.010956,
207,26,207-26,Leaf,,,,,0.00960506964,1307.47864,
207,27,207-27,Leaf,,,,,-0.0217669308,68.7827759,
207,28,207-28,Leaf,,,,,-0.0554717258,20.8281441,
207,29,207-29,Leaf,,,,,0.0248110089,7.45515728,
207,30,207-30,Leaf,,,,,-0.000144848513,14.3324118,
208,0,208-0,f2,-0.0700000003,208-1,208-2,208-2,128.493042,1171376.62,
