tte_bucket,distance_bucket,distance_bucket_start_cents,distance_bucket_end_cents,sample_size,best_model,best_log_loss,Standard Gaussian,Student-T df=5,Student-T df=3,Momentum-Adjusted Gaussian,Machine Learning (Logistic Regression),XGBoost,LightGBM,CatBoost,PySR (Symbolic Regression)
8,25-30c,25,30,17,Machine Learning (Logistic Regression),0.4646400155699753,0.46986750607333666,0.4763468462512591,0.4808548456408566,0.4733021780133715,0.4646400155699753,0.4773366021408042,0.478251610404719,0.4775387547733775,0.49627276756707384
8,30-35c,30,35,33,Machine Learning (Logistic Regression),0.3753895496022454,0.382083541267237,0.3920294240618059,0.3989545470427445,0.379296884748668,0.3753895496022454,0.3801876687497258,0.37997115142330307,0.37976938841749985,0.4136014563278167
8,35-40c,35,40,23,CatBoost,0.3825825312083071,0.3838648206077777,0.38815275826161943,0.39261194832299656,0.39163742464264417,0.3840524195633177,0.38785157220610345,0.38826679571169576,0.3825825312083071,0.39435999362973934
8,40-45c,40,45,20,XGBoost,0.28217382109119316,0.3171237606119296,0.3182022714699447,0.32258475624844574,0.3294035320410834,0.3170159750718542,0.28217382109119316,0.2907147681456202,0.30073566512756583,0.30931893993659865
8,45-50c,45,50,8,PySR (Symbolic Regression),0.01688461619571221,0.03573416029001031,0.06624528440495549,0.08638997161046905,0.03573416029001031,0.042012967030988044,0.037254412073938606,0.04901086378004615,0.04726855084767244,0.01688461619571221
7,0-5c,0,5,21,Momentum-Adjusted Gaussian,0.694411534500691,0.7001133274748594,0.6997150456896838,0.6994698625068116,0.694411534500691,0.7016760589370991,0.7084277557557614,0.7216734003294317,0.7086720285506625,0.698055809530651
7,5-10c,5,10,20,PySR (Symbolic Regression),0.7110277415125195,0.7207234817881015,0.7188296095534776,0.7176783372586726,0.7311291499914725,0.7288542108823655,0.7183391865047032,0.7144276040963652,0.715368923765548,0.7110277415125195
7,10-15c,10,15,22,LightGBM,0.6753194824364523,0.7168707938827484,0.7141366602466982,0.7125254135771562,0.7096288779147363,0.7182544258670585,0.6942680959833929,0.6753194824364523,0.7053827549108452,0.7041912742614164
7,15-20c,15,20,35,Momentum-Adjusted Gaussian,0.6348364333608838,0.6361831846280359,0.6361729839165827,0.6363641678107602,0.6348364333608838,0.6358141455882235,0.6478410817322352,0.6494384298738552,0.6387199609401552,0.6387101523375976
7,20-25c,20,25,28,Standard Gaussian,0.5590900726033624,0.5590900726033624,0.5618498076156159,0.5638912663302108,0.5670392530239967,0.5607495961765403,0.5667910683794518,0.5707969893163632,0.5671627606366983,0.5740407080086288
7,25-30c,25,30,23,Machine Learning (Logistic Regression),0.3510095427198683,0.3610295407114375,0.37577084524686055,0.38515464393930676,0.3547060316865565,0.3510095427198683,0.3722469332019897,0.3656507768510583,0.36158856308050585,0.4144117558432239
7,30-35c,30,35,25,PySR (Symbolic Regression),0.6066722748931788,0.6360387895406312,0.6204147982278292,0.6131506080483713,0.6365680273193182,0.6438199099175392,0.6444092236063357,0.6342510056636589,0.6413430813468628,0.6066722748931788
7,35-40c,35,40,27,Machine Learning (Logistic Regression),0.41530566599661645,0.4163911580125489,0.41609418944849696,0.41823202950974253,0.42265167269283416,0.41530566599661645,0.4249750969680508,0.4175691496233194,0.42031506933454765,0.41820601510312955
7,40-45c,40,45,29,CatBoost,0.07838294488641173,0.08274596234862126,0.11519993615959666,0.13539048114462132,0.08055293620667527,0.08250686314020682,0.08531920314586709,0.09519980961157057,0.07838294488641173,0.09870573716912225
7,45-50c,45,50,17,CatBoost,0.2120708565262759,0.22298401204589732,0.2185567777757413,0.2234372388871261,0.227354548989445,0.21863027555984274,0.2214237176713934,0.23059848299499697,0.2120708565262759,0.28682169235454186
6,0-5c,0,5,17,LightGBM,0.680784886404902,0.6906667388616039,0.690738017321545,0.6907849990956747,0.6885192063878498,0.6908759502862636,0.6872306454775625,0.680784886404902,0.6808349361585896,0.6910438118437936
6,5-10c,5,10,22,Momentum-Adjusted Gaussian,0.6470180488593578,0.6588781736425248,0.6600705060821564,0.6608406898829136,0.6470180488593578,0.6538483775615552,0.6505615627042535,0.6497868104247687,0.6501189584732049,0.6661769085398581
6,10-15c,10,15,24,Machine Learning (Logistic Regression),0.5996308225301237,0.6049398165956373,0.6081280241824248,0.6101858278904194,0.603988748639658,0.5996308225301237,0.6017952069522512,0.6166374360972896,0.6038333511715194,0.6234447816085976
6,15-20c,15,20,29,LightGBM,0.5231976042658458,0.5402917082085273,0.546148561666562,0.5499212596765982,0.5476816801210934,0.5357838567643983,0.5232671449713101,0.5231976042658458,0.5324386551363074,0.5697860634416094
6,20-25c,20,25,18,PySR (Symbolic Regression),0.6784087772950436,0.7013384287672472,0.6941075067264154,0.6901678515547177,0.7021213140710219,0.7109470716311054,0.683738094626429,0.6790763547714842,0.6875915613383596,0.6784087772950436
6,25-30c,25,30,21,Machine Learning (Logistic Regression),0.43520813149580595,0.4371940138044897,0.44545512881761484,0.4510903847462632,0.4437502709050409,0.43520813149580595,0.4436956749883264,0.4530369082792914,0.448883173831972,0.4712920680495184
6,30-35c,30,35,28,Student-T df=3,0.5303415917955917,0.5381868481584053,0.5322194303459824,0.5303415917955917,0.5385153564374191,0.5420544876410432,0.5522454201345066,0.5528969708613938,0.5506038771906179,0.5339194201669072
6,35-40c,35,40,39,Momentum-Adjusted Gaussian,0.37277857897131905,0.37606856018333484,0.38094472881731867,0.38575399336512467,0.37277857897131905,0.37830888202319257,0.3832497829161962,0.3883026885653268,0.38565512644884375,0.3854382412759711
6,40-45c,40,45,35,XGBoost,0.2742931790240018,0.2912068164540653,0.2945936345481958,0.3003721883059647,0.2866131607389505,0.2890630442345237,0.2742931790240018,0.27801619817436635,0.28217311528546785,0.29158819121872687
6,45-50c,45,50,34,PySR (Symbolic Regression),0.01326646777924769,0.0335698731856347,0.0641070406605592,0.08429238642833548,0.03270919413145496,0.03946716231017816,0.030710998160145154,0.04052139098432758,0.04346892504166592,0.01326646777924769
5,0-5c,0,5,25,PySR (Symbolic Regression),0.7022776246717065,0.706718371045003,0.7059825835510114,0.7055278473279839,0.7117976237990361,0.7057258892836731,0.7448727095208402,0.7870663535558283,0.7465449932057368,0.7022776246717065
5,5-10c,5,10,24,LightGBM,0.7025921232329887,0.7218918145307226,0.7199387864620351,0.7187505477075152,0.7192585490655423,0.724057514578259,0.7113131602100561,0.7025921232329887,0.7101765705325853,0.7118865210972869
5,10-15c,10,15,18,Machine Learning (Logistic Regression),0.571243998809355,0.5810452233451486,0.585601227949397,0.5885013309616025,0.5779675492928085,0.571243998809355,0.5985927986245336,0.6036066932454963,0.5884777752706927,0.6060594436948936
5,15-20c,15,20,26,Machine Learning (Logistic Regression),0.5526307608932485,0.5584357201839398,0.5631028900481205,0.5661537607033001,0.5586316186278937,0.5526307608932485,0.5540187913100066,0.5551741327793785,0.5565986425106049,0.5825531797381109
5,20-25c,20,25,22,Student-T df=5,0.5949002669380208,0.5950215016428113,0.5949002669380208,0.5952475747334989,0.6081322354663644,0.6004383478621483,0.602558485136655,0.644002828385625,0.6004683094887487,0.6011133000039183
5,25-30c,25,30,22,CatBoost,0.5068692653131565,0.5265948244744151,0.5285569977363633,0.5304205225031641,0.5208563240086922,0.5239335996206563,0.5124582831865261,0.5092776598559531,0.5068692653131565,0.5369966023641343
5,30-35c,30,35,26,Momentum-Adjusted Gaussian,0.5336071823879835,0.546899003052876,0.5414247085691936,0.5396385978843219,0.5336071823879835,0.550376725143714,0.5633470047158882,0.5520611117343095,0.5469270194445536,0.5379571595763202
5,35-40c,35,40,35,Momentum-Adjusted Gaussian,0.41773644499527873,0.42661620185650906,0.4225679830311628,0.42312183330567815,0.41773644499527873,0.42430589487810866,0.43038417816921903,0.4304523021312678,0.43288752420640775,0.43101958640778965
5,40-45c,40,45,45,LightGBM,0.24753245836853452,0.2621091513073403,0.2651712372124368,0.271623123302879,0.25388637119327456,0.25705532734548614,0.26202606157929076,0.24753245836853452,0.253203419775029,0.2818738948418471
5,45-50c,45,50,46,PySR (Symbolic Regression),0.014399083826683298,0.03391954751697136,0.06429608063243566,0.08441818318431006,0.03329081501547273,0.03976277488516632,0.03596192795459197,0.04296467547171219,0.04293312086295177,0.014399083826683298
4,0-5c,0,5,16,Machine Learning (Logistic Regression),0.6868954966346557,0.6908974573852842,0.6909345704648509,0.6909614077866018,0.6917879725695396,0.6868954966346557,0.7023851928741336,0.7226466147606538,0.7020909372130861,0.6910008970400857
4,5-10c,5,10,16,LightGBM,0.6451964871966769,0.6836539847230139,0.6836505129761872,0.6836732276478602,0.6853427213010101,0.6846740735981912,0.6636815507643696,0.6451964871966769,0.6571984287137946,0.6847517622718596
4,10-15c,10,15,16,LightGBM,0.6700281062992804,0.6922408924860362,0.6908837562326393,0.6901202217781578,0.689119464198785,0.6932893275564758,0.6848327420829393,0.6700281062992804,0.6791470370721664,0.6867010535636285
4,15-20c,15,20,27,Machine Learning (Logistic Regression),0.48749610045278574,0.4994590378409538,0.5073374192080875,0.512378326066232,0.5079002137654673,0.48749610045278574,0.5002653243180942,0.5052896724203434,0.5059839221865524,0.5388259548466623
4,20-25c,20,25,18,LightGBM,0.5630730993585602,0.5817843910484083,0.5832398850862974,0.5844769538728978,0.5652507026246486,0.5745250735221559,0.597049698310606,0.5630730993585602,0.5856754633846138,0.5908483191322826
4,25-30c,25,30,26,PySR (Symbolic Regression),0.6208331218969009,0.6372226095615362,0.630086932009749,0.6266551828862817,0.6382108841248445,0.6450994774543104,0.6508513246124631,0.6425282389234103,0.6459895292730364,0.6208331218969009
4,30-35c,30,35,31,Momentum-Adjusted Gaussian,0.44896099804937567,0.4590160131954495,0.4599809123859407,0.46207031257574355,0.44896099804937567,0.4536067344566104,0.4663713990890558,0.4571154098155865,0.4524078686264247,0.4728242363814572
4,35-40c,35,40,48,LightGBM,0.3953017547869571,0.41007600152396934,0.41065867130479017,0.4132495536692719,0.4110103497151112,0.4116235424166807,0.40335775598179263,0.3953017547869571,0.4168278457981234,0.4129277857127274
4,40-45c,40,45,42,Student-T df=5,0.32526033837189694,0.3295788854425017,0.32526033837189694,0.32770659375001215,0.3328549039874978,0.3320653022254399,0.3802809479891945,0.3607167110939572,0.37082407175372417,0.34152798278618357
4,45-50c,45,50,65,Momentum-Adjusted Gaussian,0.17110613020239476,0.17664339347944374,0.17811350284606833,0.18584819588067736,0.17110613020239476,0.1766261872967986,0.18641561298379927,0.18576668035107669,0.18610259620394687,0.20867352198157094
