trades,yes_trades,no_trades,wins,losses,win_rate,gross_pnl_dollars,total_fees_dollars,net_pnl_dollars,avg_pnl_per_trade_dollars,turnover_dollars,ending_equity_dollars,return_pct,peak_equity_dollars,max_drawdown_dollars,max_drawdown_pct,avg_hold_minutes,skipped_due_capital,skipped_due_open_ticker,model,log_loss
1513,744,769,692,821,0.4573694646397885,-9.747998757231974,28.039999999999644,-37.78799875723208,-0.024975544452896285,701.7479987572315,9962.212001242835,-0.37787998757164987,10001.406199967189,54.52569918941663,0.545180328638142,8.388816486285524,0,0,LightGBM,0.5136396528818815
