tte_bucket,momentum_bucket,momentum_bucket_start_cents,momentum_bucket_end_cents_exclusive,sample_size,best_model,best_log_loss,Standard Gaussian,Student-T df=5,Student-T df=3,Momentum-Adjusted Gaussian,Machine Learning (Logistic Regression),XGBoost,LightGBM,CatBoost,PySR (Symbolic Regression)
14,+2c,2,3,13,Machine Learning (Logistic Regression),0.5986901156557631,0.6036103674588463,0.6076164685015201,0.6101388042131796,0.615287574222411,0.5986901156557631,0.6200901461419084,0.6279140900950628,0.5999794701078911,0.6254170602262585
14,+3c,3,4,12,Machine Learning (Logistic Regression),0.5216382728409689,0.5301195638368503,0.5374953246011586,0.5421472126433926,0.5258992674709405,0.5216382728409689,0.5529109416764463,0.5649101154232443,0.5425018014174513,0.563809172389351
14,+4c,4,5,1,Momentum-Adjusted Gaussian,0.5798184577339477,0.6161860996873879,0.6198063795080003,0.6220697132161161,0.5798184577339477,0.6240590527496453,0.6747740009181954,0.7407616198973257,0.6684313944250939,0.6365128288441423
14,+10c,10,11,1,XGBoost,0.18610233652920502,0.27443685825010666,0.2954071527814327,0.3085055665170585,0.2484613720982151,0.3028485619626749,0.18610233652920502,0.31211576611541697,0.19494606058419514,0.3524013418026666
13,-5c,-5,-4,1,LightGBM,0.6767134483485566,0.7985077227087252,0.7930820343259468,0.789715030458791,0.843970096978004,0.7309309217345558,0.7827050297171605,0.6767134483485566,0.7470997436190857,0.7673259838800189
13,-4c,-4,-3,3,Momentum-Adjusted Gaussian,0.6600222888872286,0.6771378441947976,0.6775361269387467,0.6778078097571373,0.6600222888872286,0.7124423817434091,0.6651802521840167,0.6824791203159779,0.6812786072754832,0.6794210910228626
13,-3c,-3,-2,7,Machine Learning (Logistic Regression),0.6571689080301099,0.6576288801907181,0.6575604486452988,0.65763562404504,0.6622578326533566,0.6571689080301099,0.6678824725297706,0.6693531527942829,0.6589625229191022,0.6574242023372262
13,-2c,-2,-1,17,Machine Learning (Logistic Regression),0.5470227161924436,0.5582155477533306,0.5632252764650606,0.5664761763462031,0.5752151203058211,0.5470227161924436,0.5494414647060417,0.5597326047457375,0.5592351137445287,0.5735301385282251
13,-1c,-1,0,47,Machine Learning (Logistic Regression),0.6376402611519189,0.6413541788888836,0.6416926550591254,0.6421298505951282,0.6502009330020028,0.6376402611519189,0.6408986321817427,0.6564001918824378,0.6396465210001451,0.6428650910455782
13,+0c,0,1,150,Machine Learning (Logistic Regression),0.5697767169146484,0.5723381533692721,0.5769139982551756,0.5799010484520046,0.5723381533692721,0.5697767169146484,0.5791204262496592,0.5788429843111993,0.5730473209749872,0.5918946306453812
13,+1c,1,2,43,Momentum-Adjusted Gaussian,0.6053902819666246,0.6088645000668625,0.6114539800176167,0.6132035012627652,0.6053902819666246,0.6092118007265218,0.6060194728365453,0.6182419396337805,0.6115279843130951,0.6136493698431882
13,+2c,2,3,23,PySR (Symbolic Regression),0.7397982556574627,0.7651392805711177,0.7576694309390694,0.7533528771086616,0.7788052521927608,0.7628514192639821,0.7605379900403068,0.7631651436588903,0.7694099613009667,0.7397982556574627
13,+3c,3,4,3,PySR (Symbolic Regression),0.8131387905625563,0.8635557473256373,0.8531439431579816,0.8467787850966095,0.8735479662845312,0.8860502281726169,0.830366420829283,0.887023272674948,0.8293341625726481,0.8131387905625563
13,+4c,4,5,2,LightGBM,0.6428407871161044,0.6909520010921183,0.686835251797038,0.6845760245552696,0.736798338088017,0.6623337404752712,0.6447708116138736,0.6428407871161044,0.6852910233997753,0.6572243649410132
13,+5c,5,6,2,Machine Learning (Logistic Regression),0.4364626389321719,0.4581453677997227,0.47028781482313725,0.4778393876238566,0.49121526834753326,0.4364626389321719,0.44435644880467656,0.44466216846908857,0.4405492613246782,0.4966273516565369
13,+6c,6,7,1,Machine Learning (Logistic Regression),0.23343820748812216,0.27443683864331553,0.2954071299255027,0.3085055445905024,0.30110508493060695,0.23343820748812216,0.3247209989357749,0.312474313810992,0.2767096315563182,0.35329318331079357
